date,user_id,device,pages_viewed,paid_clicks,organic_clicks,revenue
2026-01-22,1029,mobile,21,1,2,10.43
2026-01-22,1030,desktop,2,0,0,2.19
2026-01-22,1031,mobile,12,7,8,10.84
2026-01-22,1032,mobile,23,4,3,10.88
2026-01-22,1034,desktop,3,2,1,3.39
2026-01-22,1035,mobile,17,4,5,14.69
2026-01-22,1036,mobile,11,5,4,9.44
2026-01-22,1037,mobile,26,1,8,13.2
2026-01-22,1039,mobile,15,5,3,8.72
2026-01-22,1040,mobile,53,2,7,13.89
2026-01-22,1042,mobile,20,3,12,12.1
2026-01-22,1043,mobile,18,2,5,10.5
2026-01-22,1044,mobile,21,2,5,11.88
2026-01-22,1046,mobile,17,1,8,12.52
2026-01-22,1047,desktop,11,0,0,3.99
2026-01-22,1050,mobile,18,7,7,12.37
2026-01-22,1051,mobile,14,0,4,11.66
2026-01-22,1053,mobile,23,6,8,10.28
2026-01-22,1056,mobile,21,3,2,14.85
2026-01-22,1059,mobile,9,10,10,11.78
2026-01-22,1060,mobile,18,1,5,10.44
2026-01-22,1062,mobile,19,6,5,11.86
2026-01-22,1063,mobile,33,5,6,9.93
2026-01-22,1064,mobile,16,3,9,16.06
2026-01-22,1065,mobile,23,4,4,9.63
2026-01-22,1070,mobile,20,2,4,15.56
2026-01-22,1071,mobile,17,0,5,10.16
2026-01-22,1077,mobile,10,6,4,12.11
2026-01-22,1080,mobile,21,3,1,10.07
2026-01-22,1081,desktop,6,2,7,2.31
2026-01-22,1082,mobile,13,2,10,13.87
2026-01-22,1083,mobile,16,2,7,12.86
2026-01-22,1084,mobile,20,3,6,179.09
2026-01-22,1086,mobile,14,2,3,10.41
2026-01-22,1089,mobile,19,2,9,10.24
2026-01-22,1091,mobile,20,12,4,8.43
2026-01-22,1092,mobile,19,3,6,13.53
2026-01-22,1094,mobile,13,1,2,12.66
2026-01-22,1097,desktop,2,1,0,3.27
2026-01-22,1100,desktop,7,1,1,2.36
2026-01-22,1107,mobile,16,1,4,11.38
2026-01-22,1111,mobile,15,7,10,9.76
2026-01-22,1112,mobile,18,3,10,10.55
2026-01-22,1113,mobile,12,5,4,11.48
2026-01-22,1114,mobile,8,4,5,13.49
2026-01-22,1116,desktop,5,0,2,2.44
2026-01-22,1117,mobile,22,2,13,14.17
2026-01-22,1120,mobile,11,3,0,12.11
2026-01-22,1122,mobile,10,3,6,11.15
2026-01-22,1124,mobile,33,3,10,12.85
2026-01-22,1125,mobile,11,0,5,9.06
2026-01-22,1126,desktop,27,3,5,3.63
2026-01-22,1129,mobile,22,4,2,10.57
2026-01-22,1131,mobile,9,3,3,12.93
2026-01-22,1132,desktop,4,1,4,2.74
2026-01-22,1133,mobile,11,5,9,9.52
2026-01-22,1134,mobile,16,9,7,11.6
2026-01-22,1135,desktop,5,3,1,1.82
2026-01-22,1137,mobile,19,2,5,10.89
2026-01-22,1139,mobile,12,2,3,10.47
2026-01-22,1142,mobile,23,1,8,9.7
2026-01-22,1143,mobile,21,1,8,9.67
2026-01-22,1144,mobile,28,3,7,10.72
2026-01-22,1146,mobile,14,4,7,11.92
2026-01-22,1147,mobile,24,3,2,15.27
2026-01-22,1149,mobile,6,1,4,13.46
2026-01-22,1153,mobile,22,4,6,13.5
2026-01-22,1154,mobile,17,4,1,9.51
2026-01-22,1156,desktop,3,0,6,3.15
2026-01-22,1158,mobile,22,3,5,9.12
2026-01-22,1159,desktop,3,3,1,4.42
2026-01-22,1162,mobile,13,3,4,7.03
2026-01-22,1163,mobile,10,3,2,11.82
2026-01-22,1165,mobile,14,2,5,10.49
2026-01-22,1167,mobile,23,9,5,13.18
2026-01-22,1168,desktop,8,1,4,1.65
2026-01-22,1169,mobile,13,2,2,11.74
2026-01-22,1171,mobile,18,3,4,9.23
2026-01-22,1174,mobile,15,1,6,11.54
2026-01-22,1175,mobile,51,9,6,9.31
2026-01-22,1176,mobile,6,2,1,8.74
2026-01-22,1177,desktop,7,3,5,3.44
2026-01-22,1179,mobile,20,6,1,10.42
2026-01-22,1181,mobile,10,4,5,10.28
2026-01-22,1183,mobile,55,7,4,10.9
2026-01-22,1186,mobile,19,0,3,244.35
2026-01-22,1188,mobile,14,5,11,11.4
2026-01-22,1191,mobile,21,4,2,15.03
2026-01-22,1194,desktop,8,2,0,2.68
2026-01-22,1195,mobile,26,2,5,10.67
2026-01-22,1196,mobile,12,3,12,9.16
2026-01-22,1198,mobile,10,4,11,11.13
2026-01-22,1200,mobile,9,6,1,11.57
2026-01-22,1202,desktop,4,2,1,4.42
2026-01-22,1205,mobile,6,2,5,10.13
2026-01-22,1206,mobile,5,12,7,11.29
2026-01-22,1208,mobile,14,10,1,18.05
2026-01-22,1209,mobile,16,1,4,12.35
2026-01-22,1214,mobile,13,2,3,8.66
2026-01-22,1217,mobile,13,11,4,12.59
2026-01-22,1219,mobile,18,4,9,11.48
2026-01-22,1224,mobile,11,3,6,10.66
2026-01-22,1225,mobile,11,6,1,9.24
2026-01-22,1226,mobile,7,1,8,15.93
2026-01-22,1227,mobile,13,6,4,16.73
2026-01-22,1228,mobile,20,2,0,16.01
2026-01-22,1230,mobile,10,6,6,13.93
2026-01-22,1231,mobile,16,3,5,11.45
2026-01-22,1234,mobile,24,10,3,9.39
2026-01-22,1236,mobile,10,2,4,12.56
2026-01-22,1237,mobile,19,1,6,14.22
2026-01-22,1238,mobile,13,3,4,14.67
2026-01-22,1240,mobile,16,2,2,12.37
2026-01-22,1241,mobile,23,3,4,11.07
2026-01-22,1245,mobile,9,3,9,10.21
2026-01-22,1246,desktop,6,0,1,4.19
2026-01-22,1247,desktop,10,0,2,3.21
2026-01-22,1249,mobile,18,1,10,11.21
2026-01-22,1250,mobile,14,1,4,12.7
2026-01-22,1252,desktop,5,0,0,4.11
2026-01-22,1255,mobile,21,6,3,9.87
2026-01-22,1256,mobile,21,1,4,11.01
2026-01-22,1257,mobile,12,8,3,9.06
2026-01-22,1258,desktop,7,0,6,3.71
2026-01-22,1260,mobile,13,3,14,12.39
2026-01-22,1261,mobile,26,2,4,12.83
2026-01-22,1265,desktop,4,1,1,2.03
2026-01-22,1266,mobile,16,3,2,15.04
2026-01-22,1267,mobile,26,2,6,11.25
2026-01-22,1268,mobile,13,1,10,10.09
2026-01-22,1269,mobile,19,4,4,11.89
2026-01-22,1270,mobile,21,3,9,9.67
2026-01-22,1275,desktop,6,2,1,2.83
2026-01-22,1277,mobile,15,2,3,12.33
2026-01-22,1279,mobile,20,1,3,7.66
2026-01-22,1281,mobile,16,1,3,13.31
2026-01-22,1282,mobile,15,7,5,288.55
2026-01-22,1283,desktop,6,0,2,3.76
2026-01-22,1284,mobile,11,5,4,11.27
2026-01-22,1285,mobile,14,0,0,8.77
2026-01-22,1286,desktop,8,1,0,2.75
2026-01-22,1288,desktop,7,1,0,4.74
2026-01-22,1290,mobile,14,3,7,12.44
2026-01-22,1291,desktop,2,0,1,5.6
2026-01-22,1292,mobile,7,5,5,13.14
2026-01-22,1295,mobile,20,3,3,219.48
2026-01-22,1298,mobile,15,2,0,9.26
2026-01-22,1301,mobile,15,5,7,9.44
2026-01-22,1302,desktop,8,2,2,46.46
2026-01-22,1306,mobile,22,2,34,10.65
2026-01-22,1310,desktop,6,0,7,2.83
2026-01-22,1312,mobile,16,0,4,10.44
2026-01-22,1314,mobile,27,7,6,11.1
2026-01-22,1316,mobile,12,0,2,9.37
2026-01-22,1318,desktop,4,2,4,3.1
2026-01-22,1319,desktop,1,0,0,3.12
2026-01-22,1321,desktop,2,2,2,2.13
2026-01-22,1322,mobile,13,4,2,15.08
2026-01-22,1323,mobile,17,3,9,9.44
2026-01-22,1327,mobile,23,6,4,9.02
2026-01-22,1328,mobile,6,0,3,9.37
2026-01-22,1329,mobile,11,4,9,11.54
2026-01-22,1333,mobile,14,2,3,13.62
2026-01-22,1334,mobile,13,6,11,11.07
2026-01-22,1339,desktop,6,2,1,2.01
2026-01-22,1341,mobile,12,3,3,9.07
2026-01-22,1342,mobile,20,6,6,9.23
2026-01-22,1344,mobile,21,1,7,11.39
2026-01-22,1347,mobile,19,7,5,15.24
2026-01-22,1351,mobile,10,3,3,12.42
2026-01-22,1358,mobile,24,1,3,11.91
2026-01-22,1360,mobile,10,1,2,10.96
2026-01-22,1361,mobile,14,0,21,12.46
2026-01-22,1363,mobile,12,2,2,13.21
2026-01-22,1364,mobile,15,3,6,11.72
2026-01-22,1366,mobile,19,0,11,13.17
2026-01-22,1367,mobile,22,2,4,11.18
2026-01-22,1368,desktop,9,2,2,4.95
2026-01-22,1369,mobile,17,2,18,12.42
2026-01-22,1372,mobile,9,4,3,12.92
2026-01-22,1373,mobile,89,8,7,9.88
2026-01-22,1375,mobile,18,7,4,15.3
2026-01-22,1376,mobile,20,4,10,11.08
2026-01-22,1380,desktop,11,1,2,2.88
2026-01-22,1383,mobile,5,0,7,9.37
2026-01-22,1384,mobile,16,2,4,12.54
2026-01-22,1387,desktop,3,0,2,3.11
2026-01-22,1392,desktop,5,2,3,3.97
2026-01-22,1394,mobile,21,5,5,11.21
2026-01-22,1396,mobile,25,6,8,12.65
2026-01-22,1398,mobile,14,7,4,11.18
2026-01-22,1400,desktop,3,0,9,1.44
2026-01-22,1401,desktop,7,4,1,3.68
2026-01-22,1402,desktop,9,1,1,3.23
2026-01-22,1403,mobile,20,1,5,11.21
2026-01-22,1404,mobile,21,5,4,8.42
2026-01-22,1406,mobile,24,4,2,14.15
2026-01-22,1407,mobile,12,2,6,12.12
2026-01-22,1408,mobile,19,3,14,11.81
2026-01-22,1419,mobile,9,1,4,13.39
2026-01-22,1420,mobile,61,4,5,9.53
2026-01-22,1422,desktop,12,1,5,2.08
2026-01-22,1424,mobile,15,2,10,16.6
2026-01-22,1431,mobile,22,3,0,10.41
2026-01-22,1432,mobile,13,6,3,215.34
2026-01-22,1433,mobile,9,2,5,10.67
2026-01-22,1435,desktop,19,1,1,3.16
2026-01-22,1437,mobile,19,0,4,14.54
2026-01-22,1439,mobile,24,4,13,11.38
2026-01-22,1441,desktop,5,3,1,1.46
2026-01-22,1443,mobile,32,8,3,10.04
2026-01-22,1447,mobile,20,8,5,9.45
2026-01-22,1448,mobile,16,3,3,10.98
2026-01-22,1451,mobile,16,8,1,10.26
2026-01-22,1452,mobile,16,5,5,13.11
2026-01-22,1453,mobile,12,3,1,13.24
2026-01-22,1454,desktop,8,1,0,1.79
2026-01-22,1456,mobile,22,1,8,12.49
2026-01-22,1459,mobile,26,3,4,18.08
2026-01-22,1461,mobile,8,7,7,12.08
2026-01-22,1463,mobile,19,4,5,17.06
2026-01-22,1466,mobile,20,2,5,16.74
2026-01-22,1470,mobile,14,19,10,10.86
2026-01-22,1471,mobile,15,2,1,9.38
2026-01-22,1472,mobile,11,0,4,15.44
2026-01-22,1473,mobile,11,2,0,9.81
2026-01-22,1474,mobile,21,2,1,11.73
2026-01-22,1475,mobile,15,3,2,10.19
2026-01-22,1476,mobile,15,6,7,17.08
2026-01-22,1479,mobile,12,3,4,15.12
2026-01-22,1480,mobile,9,4,2,9.74
2026-01-22,1481,desktop,3,1,3,2.49
2026-01-22,1483,desktop,3,0,0,4.48
2026-01-22,1484,mobile,24,6,2,13.1
2026-01-22,1486,mobile,11,3,9,10.79
2026-01-22,1489,mobile,16,1,1,11.89
2026-01-22,1490,mobile,22,4,1,12.11
2026-01-22,1494,mobile,6,3,3,12.06
2026-01-22,1495,mobile,13,1,4,11.15
2026-01-22,1497,mobile,14,2,10,11.8
2026-01-22,1498,mobile,14,2,6,11.48
2026-01-22,1500,mobile,19,3,11,8.63
2026-01-22,1503,mobile,13,4,6,11.68
2026-01-22,1505,mobile,12,7,4,13.44
2026-01-22,1507,mobile,15,3,8,10.33
2026-01-22,1511,mobile,20,3,0,14.24
2026-01-22,1512,mobile,9,3,5,10.45
2026-01-22,1519,mobile,22,2,11,14.95
2026-01-22,1520,desktop,9,2,0,2.39
2026-01-22,1522,mobile,16,8,5,16.26
2026-01-22,1523,desktop,1,4,1,2.32
2026-01-22,1525,mobile,47,6,6,8.96
2026-01-22,1526,mobile,12,2,6,10.14
2026-01-22,1527,mobile,15,2,4,14.47
2026-01-22,1528,mobile,22,0,4,9.92
2026-01-22,1530,mobile,19,1,5,12.63
2026-01-22,1531,mobile,22,7,1,15.31
2026-01-22,1532,mobile,15,1,7,9.48
2026-01-22,1533,mobile,9,3,6,11.03
2026-01-22,1534,mobile,23,6,2,9.39
2026-01-22,1535,desktop,10,1,1,2.75
2026-01-22,1536,desktop,7,2,4,3.63
2026-01-22,1537,mobile,21,15,3,15.05
2026-01-22,1538,desktop,12,2,3,4.07
2026-01-22,1540,mobile,40,4,5,15.3
2026-01-22,1541,desktop,4,1,1,3.06
2026-01-22,1543,mobile,13,1,4,11.49
2026-01-22,1547,mobile,9,4,6,10.32
2026-01-22,1550,mobile,8,3,7,10.91
2026-01-22,1551,mobile,12,0,4,14.07
2026-01-22,1552,mobile,9,10,3,11.87
2026-01-22,1554,mobile,15,0,8,218.23
2026-01-22,1556,mobile,13,1,1,9.58
2026-01-22,1557,mobile,11,4,10,11.69
2026-01-22,1558,mobile,12,7,2,13.59
2026-01-22,1559,mobile,21,2,2,9.44
2026-01-22,1560,mobile,23,4,3,13.1
2026-01-22,1565,mobile,23,3,8,13.49
2026-01-22,1567,desktop,10,3,1,3.85
2026-01-22,1570,mobile,19,1,12,12.89
2026-01-22,1571,desktop,4,2,0,1.74
2026-01-22,1573,mobile,17,3,6,211.94
2026-01-22,1574,mobile,12,13,6,8.54
2026-01-22,1578,mobile,7,8,6,11.77
2026-01-22,1579,mobile,13,4,2,12.44
2026-01-22,1580,mobile,20,4,4,12.63
2026-01-22,1581,mobile,24,5,3,11.58
2026-01-22,1582,mobile,23,0,8,10.0
2026-01-22,1583,mobile,18,1,5,11.24
2026-01-22,1585,desktop,1,0,0,1.98
2026-01-22,1587,mobile,10,4,3,11.73
2026-01-22,1588,mobile,24,7,6,10.1
2026-01-22,1591,mobile,23,5,3,14.36
2026-01-22,1592,desktop,4,1,4,2.66
2026-01-22,1593,desktop,7,0,1,2.77
2026-01-22,1596,mobile,18,2,4,12.16
2026-01-22,1597,desktop,8,3,3,3.09
2026-01-22,1598,desktop,3,2,1,2.3
2026-01-22,1599,mobile,13,3,4,7.99
2026-01-22,1600,desktop,2,4,0,2.83
2026-01-22,1603,mobile,16,0,2,10.48
2026-01-22,1610,mobile,18,0,4,11.59
2026-01-22,1612,mobile,15,3,7,15.04
2026-01-22,1613,mobile,18,2,1,10.34
2026-01-22,1614,mobile,16,7,2,11.49
2026-01-22,1616,mobile,7,5,7,8.97
2026-01-22,1617,mobile,12,7,5,9.34
2026-01-22,1621,desktop,5,3,2,2.75
2026-01-22,1623,mobile,11,4,1,13.43
2026-01-22,1624,desktop,3,4,0,2.05
2026-01-22,1626,mobile,18,9,10,12.58
2026-01-22,1628,desktop,7,3,0,2.13
2026-01-22,1629,mobile,27,2,8,13.55
2026-01-22,1630,mobile,13,6,2,12.89
2026-01-22,1631,mobile,14,3,3,10.86
2026-01-22,1632,mobile,34,2,7,11.6
2026-01-22,1635,mobile,30,2,11,10.98
2026-01-22,1637,desktop,2,2,2,3.7
2026-01-22,1639,mobile,23,5,2,16.04
2026-01-22,1640,mobile,8,6,5,10.67
2026-01-22,1641,mobile,26,5,4,13.06
2026-01-22,1642,mobile,19,2,2,14.72
2026-01-22,1647,mobile,18,1,5,9.27
2026-01-22,1649,mobile,18,3,8,16.58
2026-01-22,1651,mobile,9,2,4,12.34
2026-01-22,1652,mobile,10,6,4,9.48
2026-01-22,1654,desktop,6,4,3,3.38
2026-01-22,1655,mobile,22,4,4,13.16
2026-01-22,1657,mobile,18,2,3,9.04
2026-01-22,1660,mobile,15,3,5,11.65
2026-01-22,1661,mobile,26,8,5,11.13
2026-01-22,1662,mobile,18,1,4,9.71
2026-01-22,1664,mobile,7,4,3,14.13
2026-01-22,1665,mobile,10,2,3,13.04
2026-01-22,1666,mobile,19,5,4,14.89
2026-01-22,1668,desktop,4,1,0,3.96
2026-01-22,1669,mobile,12,3,8,14.65
2026-01-22,1670,mobile,10,7,8,14.11
2026-01-22,1671,mobile,9,0,5,8.71
2026-01-22,1674,mobile,17,5,6,16.79
2026-01-22,1675,mobile,10,1,1,10.68
2026-01-22,1678,desktop,8,0,4,3.42
2026-01-22,1681,mobile,14,4,5,12.27
2026-01-22,1682,mobile,13,3,10,11.07
2026-01-22,1684,desktop,2,1,1,2.01
2026-01-22,1687,mobile,19,5,9,13.21
2026-01-22,1691,mobile,15,2,1,12.35
2026-01-22,1692,mobile,19,2,4,11.41
2026-01-22,1694,mobile,13,5,3,10.24
2026-01-22,1695,desktop,5,2,2,5.49
2026-01-22,1696,desktop,7,3,3,3.4
2026-01-22,1697,desktop,8,2,3,2.72
2026-01-22,1700,mobile,25,1,4,10.47
2026-01-22,1702,mobile,8,3,2,13.16
2026-01-22,1703,mobile,25,4,4,9.72
2026-01-22,1704,mobile,13,2,2,11.69
2026-01-22,1706,mobile,17,7,6,12.51
2026-01-22,1708,mobile,13,4,10,12.34
2026-01-22,1709,mobile,11,1,5,14.22
2026-01-22,1710,desktop,4,0,0,39.66
2026-01-22,1712,mobile,20,0,5,11.09
2026-01-22,1713,mobile,14,5,8,13.03
2026-01-22,1718,mobile,11,1,1,13.03
2026-01-22,1721,desktop,1,7,0,1.48
2026-01-22,1722,mobile,13,3,4,12.53
2026-01-22,1723,desktop,9,0,4,1.45
2026-01-22,1726,mobile,17,5,2,15.53
2026-01-22,1729,mobile,12,2,0,16.83
2026-01-22,1732,mobile,21,3,6,11.24
2026-01-22,1733,mobile,15,5,4,9.63
2026-01-22,1734,desktop,5,2,0,3.68
2026-01-22,1736,mobile,14,4,5,12.54
2026-01-22,1738,mobile,19,1,1,9.48
2026-01-22,1741,mobile,25,1,6,10.29
2026-01-22,1743,desktop,1,1,2,2.24
2026-01-22,1745,mobile,14,7,5,12.51
2026-01-22,1746,desktop,16,0,4,2.8
2026-01-22,1747,mobile,7,4,7,12.48
2026-01-22,1749,desktop,1,2,5,4.77
2026-01-22,1752,desktop,7,0,0,2.8
2026-01-22,1753,mobile,11,0,1,12.82
2026-01-22,1754,mobile,16,7,6,13.47
2026-01-22,1756,mobile,22,3,4,11.7
2026-01-22,1757,mobile,12,2,11,13.56
2026-01-22,1758,desktop,5,0,6,2.48
2026-01-22,1759,mobile,13,2,7,12.08
2026-01-22,1760,mobile,14,2,3,13.96
2026-01-22,1764,desktop,4,2,2,2.64
2026-01-22,1765,mobile,71,2,5,11.29
2026-01-22,1766,mobile,16,4,7,130.72
2026-01-22,1767,mobile,17,0,8,14.46
2026-01-22,1769,mobile,19,1,14,12.38
2026-01-22,1772,mobile,15,4,3,8.9
2026-01-22,1773,mobile,20,2,3,11.37
2026-01-22,1778,mobile,28,1,2,11.0
2026-01-22,1780,desktop,9,1,0,2.19
2026-01-22,1781,mobile,11,3,2,12.59
2026-01-22,1783,mobile,12,3,8,9.98
2026-01-22,1784,mobile,16,0,6,12.5
2026-01-22,1785,mobile,14,2,7,11.63
2026-01-22,1786,mobile,25,3,7,12.03
2026-01-22,1787,mobile,12,4,1,11.19
2026-01-22,1788,desktop,4,0,2,4.6
2026-01-22,1789,mobile,8,4,1,11.5
2026-01-22,1790,desktop,3,0,1,3.52
2026-01-22,1791,mobile,9,4,9,15.34
2026-01-22,1793,mobile,18,1,2,9.62
2026-01-22,1794,desktop,4,1,3,3.26
2026-01-22,1795,desktop,5,5,0,1.96
2026-01-22,1797,desktop,3,1,4,4.42
2026-01-22,1800,mobile,11,1,4,12.29
2026-01-22,1802,mobile,12,4,3,12.05
2026-01-22,1805,mobile,15,3,3,10.07
2026-01-22,1811,mobile,27,6,0,14.64
2026-01-22,1812,mobile,15,7,13,10.22
2026-01-22,1813,desktop,5,0,0,3.83
2026-01-22,1815,mobile,11,7,2,12.66
2026-01-22,1818,mobile,13,3,3,13.9
2026-01-22,1819,mobile,15,4,1,13.44
2026-01-22,1821,desktop,5,0,2,1.87
2026-01-22,1827,mobile,13,6,2,9.91
2026-01-22,1830,mobile,10,2,8,12.03
2026-01-22,1831,mobile,12,0,5,12.04
2026-01-22,1835,mobile,16,11,9,9.28
2026-01-22,1837,mobile,13,3,4,11.7
2026-01-22,1840,mobile,22,0,5,14.48
2026-01-22,1842,mobile,14,5,10,13.07
2026-01-22,1848,mobile,9,3,1,261.46
2026-01-22,1849,mobile,12,5,0,13.17
2026-01-22,1850,mobile,14,0,5,10.17
2026-01-22,1852,mobile,30,1,10,13.77
2026-01-22,1853,mobile,12,1,7,12.51
2026-01-22,1854,mobile,9,3,4,14.64
2026-01-22,1855,mobile,17,3,2,12.97
2026-01-22,1857,mobile,16,4,2,12.29
2026-01-22,1858,mobile,23,5,8,12.85
2026-01-22,1859,mobile,29,4,5,15.1
2026-01-22,1865,mobile,15,3,10,10.12
2026-01-22,1866,desktop,6,0,0,4.62
2026-01-22,1870,mobile,32,5,1,11.49
2026-01-22,1871,mobile,25,6,3,11.51
2026-01-22,1873,mobile,7,3,9,17.68
2026-01-22,1874,mobile,15,5,3,12.34
2026-01-22,1875,mobile,13,4,8,9.8
2026-01-22,1876,mobile,16,2,5,12.59
2026-01-22,1880,mobile,23,2,4,230.99
2026-01-22,1884,desktop,3,2,0,4.46
2026-01-22,1885,mobile,24,5,7,12.66
2026-01-22,1888,mobile,19,3,4,13.66
2026-01-22,1889,mobile,14,4,7,14.28
2026-01-22,1890,desktop,2,1,0,2.65
2026-01-22,1892,mobile,11,3,3,9.56
2026-01-22,1893,mobile,17,2,4,12.86
2026-01-22,1895,mobile,22,1,3,12.42
2026-01-22,1897,desktop,3,3,1,3.35
2026-01-22,1899,mobile,13,2,0,10.39
2026-01-22,1902,mobile,25,6,2,10.39
2026-01-22,1903,desktop,6,0,0,2.04
2026-01-22,1904,mobile,15,2,3,14.58
2026-01-22,1905,mobile,21,6,15,11.84
2026-01-22,1908,mobile,10,2,3,11.93
2026-01-22,1910,mobile,19,6,5,11.71
2026-01-22,1911,mobile,22,7,3,10.52
2026-01-22,1913,mobile,15,9,10,10.89
2026-01-22,1914,mobile,14,2,6,14.75
2026-01-22,1917,mobile,33,2,4,10.62
2026-01-22,1920,mobile,10,5,5,10.65
2026-01-22,1921,desktop,12,0,2,4.04
2026-01-22,1922,mobile,11,7,10,15.16
2026-01-22,1923,mobile,17,1,3,163.12
2026-01-22,1924,mobile,70,4,4,12.78
2026-01-22,1926,mobile,22,7,4,13.78
2026-01-22,1927,mobile,10,1,3,11.21
2026-01-22,1928,mobile,21,6,9,9.93
2026-01-22,1929,desktop,3,2,3,3.99
2026-01-22,1930,mobile,15,7,4,11.59
2026-01-22,1935,mobile,20,3,7,183.37
2026-01-22,1936,mobile,17,5,9,17.51
2026-01-22,1937,mobile,9,1,1,9.05
2026-01-22,1938,mobile,17,6,10,17.88
2026-01-22,1939,desktop,3,0,0,35.14
2026-01-22,1942,mobile,19,2,8,9.16
2026-01-22,1943,mobile,14,5,4,11.66
2026-01-22,1945,mobile,15,1,7,15.32
2026-01-22,1946,mobile,12,3,1,10.58
2026-01-22,1947,desktop,3,0,0,1.98
2026-01-22,1948,mobile,9,2,11,10.84
2026-01-22,1951,mobile,23,13,3,14.77
2026-01-22,1952,mobile,9,4,11,15.84
2026-01-22,1954,mobile,17,1,11,9.47
2026-01-22,1960,desktop,6,3,3,4.4
2026-01-22,1961,mobile,12,7,9,13.86
2026-01-22,1962,mobile,9,1,1,9.96
2026-01-22,1965,mobile,7,0,14,15.01
2026-01-22,1971,mobile,23,4,6,10.18
2026-01-22,1976,mobile,16,3,1,11.17
2026-01-22,1977,mobile,24,2,4,13.93
2026-01-22,1979,mobile,10,2,3,14.24
2026-01-22,1981,mobile,18,4,4,13.06
2026-01-22,1987,mobile,17,2,7,9.9
2026-01-22,1989,mobile,9,5,1,12.23
2026-01-22,1991,desktop,5,0,2,3.13
2026-01-22,1992,mobile,11,1,6,13.13
2026-01-22,1994,mobile,18,4,6,11.04
2026-01-22,1995,mobile,19,5,2,10.68
2026-01-22,1997,desktop,8,1,1,4.18
2026-01-22,2000,mobile,17,2,4,11.29
2026-01-22,2001,mobile,19,9,1,10.62
2026-01-22,2002,mobile,12,1,1,11.4
2026-01-22,2003,mobile,11,0,7,10.59
2026-01-22,2009,mobile,13,3,5,12.49
2026-01-22,2010,desktop,2,1,0,3.86
2026-01-22,2011,desktop,2,1,6,2.7
2026-01-22,2014,mobile,21,3,3,12.07
2026-01-22,2015,mobile,20,6,5,11.78
2026-01-22,2018,desktop,1,1,1,2.41
2026-01-22,2021,mobile,13,6,7,11.4
2026-01-22,2022,mobile,17,0,1,10.04
2026-01-22,2023,desktop,11,0,0,2.49
2026-01-22,2026,mobile,14,2,3,10.71
2026-01-22,2027,mobile,22,5,2,9.92
2026-01-22,2028,mobile,26,4,3,164.33
2026-01-22,2030,desktop,9,2,1,1.68
2026-01-22,2031,mobile,10,2,10,12.79
2026-01-22,2033,mobile,15,7,3,14.18
2026-01-22,2034,mobile,21,1,15,13.83
2026-01-22,2036,desktop,4,4,1,4.13
2026-01-22,2037,desktop,6,2,0,1.76
2026-01-22,2038,mobile,21,4,5,179.69
2026-01-22,2041,mobile,12,1,4,13.5
2026-01-22,2046,desktop,12,0,4,2.65
2026-01-22,2047,mobile,14,5,5,10.24
2026-01-22,2048,mobile,14,6,6,9.01
2026-01-22,2049,desktop,3,4,3,2.24
2026-01-22,2050,mobile,21,4,12,13.39
2026-01-22,2051,mobile,11,9,5,6.8
2026-01-22,2052,desktop,5,1,2,2.61
2026-01-22,2053,mobile,12,6,14,14.69
2026-01-22,2054,mobile,19,1,4,15.26
2026-01-22,2055,mobile,24,5,8,11.0
2026-01-22,2056,mobile,18,4,11,13.48
2026-01-22,2059,mobile,20,3,11,13.62
2026-01-22,2060,desktop,7,0,0,4.12
2026-01-22,2061,mobile,15,3,8,12.09
2026-01-22,2062,mobile,16,9,4,15.35
2026-01-22,2065,mobile,22,1,11,10.86
2026-01-22,2066,mobile,16,3,9,11.38
2026-01-22,2068,desktop,6,0,3,3.56
2026-01-22,2070,mobile,16,4,9,9.96
2026-01-22,2071,mobile,20,3,9,11.79
2026-01-22,2072,mobile,24,0,4,10.88
2026-01-22,2074,mobile,48,2,3,8.24
2026-01-22,2076,mobile,6,5,5,12.42
2026-01-22,2078,mobile,18,3,6,15.15
2026-01-22,2079,mobile,9,3,3,11.51
2026-01-22,2080,desktop,5,2,3,2.53
2026-01-22,2082,mobile,35,2,2,12.8
2026-01-22,2083,mobile,22,4,4,11.03
2026-01-22,2085,mobile,12,6,5,13.09
2026-01-22,2086,desktop,8,4,0,2.62
2026-01-22,2087,mobile,18,3,2,11.72
2026-01-22,2089,mobile,14,2,5,11.07
2026-01-22,2094,mobile,14,3,2,9.92
2026-01-22,2095,mobile,20,5,3,9.18
2026-01-22,2096,mobile,19,2,4,13.16
2026-01-22,2097,mobile,20,1,16,14.94
2026-01-22,2099,mobile,12,1,2,8.18
2026-01-22,2102,desktop,6,3,3,2.34
2026-01-22,2103,mobile,17,6,2,14.01
2026-01-22,2104,mobile,22,4,6,8.53
2026-01-22,2105,mobile,10,6,8,12.86
2026-01-22,2106,mobile,12,0,9,12.54
2026-01-22,2107,mobile,13,2,3,10.51
2026-01-22,2108,mobile,12,1,2,9.84
2026-01-22,2109,mobile,24,2,3,10.7
2026-01-22,2110,desktop,5,2,2,4.6
2026-01-22,2111,mobile,15,3,6,11.2
2026-01-22,2112,desktop,27,1,4,3.27
2026-01-22,2113,mobile,24,3,4,12.71
2026-01-22,2115,desktop,4,0,3,3.01
2026-01-22,2118,desktop,5,1,1,2.15
